Origin,Origin Name,Origin Country,Origin City,Destination,Destination Name,Destination Country,Destination City,Total Time,Aircraft Registration,Aircraft Description,Distance Flown
FCBB,Maya-Maya,Congo,Brazzaville,FOOL,Leon Mba,Gabon,Libreville,01:34:03,I-HKSN,AIRBUS A321,832.5 Km
LFPG,Charles-de-Gaulle,France,Paris,EGKK,Gatwick,United Kingdom,London,01:02:57,G-XLEA,AIRBUS A380,308.1 Km
KJFK,Kennedy Intl,United States,New York,KORD,Chicago-OHare Intl,United States,Chicago,02:30:37,N738PM,BOEING B738,1190.2 Km
EDNY,Friedrichshafen,Germany,Friedrichshafen,EDNY,Friedrichshafen,Germany,Friedrichshafen,00:11:27,N71FS,BEECH BE58,0 Km
LFML,Marseille-Provence,France,Marseille-Provence,LSGG,Geneva,Switzerland,Geneva,00:58:50,N738PM,BOEING B738,319.3 Km
EGFF,Cardiff,United Kingdom,Cardiff,EGTG,Filton,United Kingdom,Bristol,00:25:43,N52KA,Cessna C172,54.1 Km
EGSG,Stapleford,United Kingdom,Stapleford,EGSC,Cambridge,United Kingdom,Cambridge,00:22:15,N71GM,BEECH BE58,61.2 Km
EGLL,Heathrow,United Kingdom,London,EGFF,Cardiff,United Kingdom,Cardiff,00:47:26,N583,BEECH BE58,200.6 Km
EGKK,Gatwick,United Kingdom,London,EHAM,Schiphol,Netherlands,Amsterdam,01:48:19,N738PM,BOEING B738,365.7 Km
EGNH,Blackpool,United Kingdom,Blackpool,EGNO,Warton,United Kingdom,Warton,00:10:36,N6092U,Robinson R22,10 Km
EGDM,Boscombe Down,United Kingdom,Boscombe Down,EGDJ,Upavon Aerodrome,United Kingdom,Upavon,00:13:17,N195KT,Mooney M20T,14.6 Km
EGCJ,Sherburn-In-Elmet,United Kingdom,Sherburn-In-Elmet,EGXG,Church Fenton AB,United Kingdom,Church Fenton,00:09:38,LN-OHE,JetRanger helicopter,5.4 Km
EGXG,Church Fenton AB,United Kingdom,Church Fenton,EGHR,Goodwood,United Kingdom,Chichester,01:18:28,N208BC,Cessna C208,332.2 Km
HI13,Puu Waa Waa Ranch,United States,Kailua-Kona,PHMU,Waimea-Kohala,United States,Kamuela,00:33:05,N123GM,Mooney M20T,30.3 Km
EGSF,Conington,United Kingdom,Peterborough,EGSS,Stansted,United Kingdom,London,00:42:28,G-BAFM,Cessna C172,72.9 Km
EGPD,Dyce,United Kingdom,Aberdeen,EGGD,Bristol,United Kingdom,Bristol,03:17:12,N71FS,BEECH BE58,648.6 Km
EGLA,Bodmin,United Kingdom,Bodmin,EGHD,Plymouth,United Kingdom,Plymouth,00:22:16,N760PL,Cessna C172,40.7 Km
KJFK,Kennedy Intl,United States,New York,KJFK,Kennedy Intl,United States,New York,00:10:20,JA-0315,JetRanger helicopter,0 Km
LFML,Marseille-Provence,France,Marseille-Provence,LSGG,Geneva,Switzerland,Geneva,00:59:06,N737W,BOEING B738,319.3 Km
EGCC,Manchester,United Kingdom,Manchester,EGPF,Glasgow,United Kingdom,Glasgow,01:30:28,N71FS,BEECH BE58,313 Km
W33,Friday Harbor,United States,Friday Harbor,W55,Kenmore Air Harbor,United States,Seattle,00:39:44,N48550,Grumman G21,112.7 Km
EGKK,Gatwick,United Kingdom,London,EGKK,Gatwick,United Kingdom,London,01:31:19,N738PM,BOEING B738,0 Km
EGKK,Gatwick,United Kingdom,London,EHAM,Schiphol,Netherlands,Amsterdam,01:21:28,N738PM,BOEING B738,365.7 Km
62PA,Shreveport North,United States,Wellsville,KMDT,Harrisburg Intl,United States,Harrisburg,00:21:35,N760PL,Cessna C172,31.4 Km
OKBK,Kuwait Intl,Kuwait,Kuwait,OMDB,Dubai Intl,United Arab Emirates,Dubai,01:34:04,N738PM,BOEING B738,854.3 Km
EGKK,Gatwick,United Kingdom,London,EGCC,Manchester,United Kingdom,Manchester,00:50:21,N738PM,BOEING B738,283.7 Km
EGKK,Gatwick,United Kingdom,London,EGCC,Manchester,United Kingdom,Manchester,00:55:29,N738PM,BOEING B738,283.7 Km
EGKK,Gatwick,United Kingdom,London,EHAM,Schiphol,Netherlands,Amsterdam,01:44:03,N738PM,BOEING B738,365.7 Km
EGFF,Cardiff,United Kingdom,Cardiff,EDDF,Frankfurt-Main,Germany,Frankfurt-Main,02:25:08,N738PM,BOEING B738,854 Km
EGSG,Stapleford,United Kingdom,Stapleford,EGWU,Northolt AB,United Kingdom,Northolt,00:17:11,N123GM,Mooney M20T,41.5 Km
LTBA,Ataturk,Turkey,Istanbul,LTBA,Ataturk,Turkey,Istanbul,00:11:22,N123GM,Mooney M20T,0 Km
LIRQ,Peretola,Italy,Florence,LIRQ,Peretola,Italy,Florence,00:13:51,N195KT,Mooney M20T,0 Km
EGSG,Stapleford,United Kingdom,Stapleford,EGSG,Stapleford,United Kingdom,Stapleford,00:12:08,N195KT,Mooney M20T,0 Km
SBGL,Galeao-Antonio C Jobim Intl,Brazil,Rio De Janeiro,SBGL,Galeao-Antonio C Jobim Intl,Brazil,Rio De Janeiro,01:32:04,N738PM,BOEING B738,0 Km
WARR,Juanda,Indonesia,Surabaya,WSSS,Changi,Singapore,Singapore,02:42:14,N738PM,BOEING B738,1374.3 Km
WSAP,Paya Lebar,Singapore,Singapore,WSAP,Paya Lebar,Singapore,Singapore,00:10:29,N8092U,Robinson R22,0 Km
EGGD,Bristol,United Kingdom,Bristol,EGLL,Heathrow,United Kingdom,London,01:05:54,N738PM,BOEING B738,157.4 Km
EDNY,Friedrichshafen,Germany,Friedrichshafen,EBBR,Brussels National,Belgium,Brussels,01:55:45,N195KT,Mooney M20T,512.4 Km
EGHP,Popham,United Kingdom,Popham,EGHO,Thruxton,United Kingdom,Thruxton,00:13:35,G-MONN,Cessna C172,25.3 Km
KFHR,Friday Harbor,United States,Friday Harbor,S31,Lopez Island,United States,Lopez,00:09:54,,Ultralight trike,7.7 Km
EGSG,Stapleford,United Kingdom,Stapleford,EGLC,London City,United Kingdom,London,00:21:12,N760PL,Cessna C172,18.1 Km
EGSG,Stapleford,United Kingdom,Stapleford,EGSW,Newmarket Heath Airfield,United Kingdom,Newmarket,00:26:12,N700MS,Cessna C172,65.9 Km
EGLL,Heathrow,United Kingdom,London,EGLL,Heathrow,United Kingdom,London,00:11:20,JA-0315,JetRanger helicopter,0 Km
EBSL,Zutendaal AB,Belgium,Zutendaal,EBBL,Kleine-Brogel AB,Belgium,Kleine-Brogel,00:12:11,N71FS,BEECH BE58,26 Km
LSMC,Ulrichen,Switzerland,Ulrichen,LSMC,Ulrichen,Switzerland,Ulrichen,00:04:54,N71FS,BEECH BE58,0 Km
EDDI,Tempelhof,Germany,Berlin,EDDT,Tegel,Germany,Berlin,00:07:13,,Ultralight trike,12.3 Km
LSGG,Geneva,Switzerland,Geneva,LSGS,Sion,Switzerland,Sion,00:47:55,G-BAFM,Cessna C172,93.9 Km
LOWK,Klagenfurt,Austria,Klagenfurt,LOWK,Klagenfurt,Austria,Klagenfurt,00:07:16,JA-0315,JetRanger helicopter,0 Km
LSGS,Sion,Switzerland,Sion,LSGK,Saanen,Switzerland,Saanen,00:33:37,G-BAFM,Cessna C172,30.3 Km
LSGK,Saanen,Switzerland,Saanen,LSGG,Geneva,Switzerland,Geneva,00:48:31,G-BAFM,Cessna C172,91.9 Km
EGCB,Barton,United Kingdom,Manchester,EGND,Huddersfield,United Kingdom,Huddersfield,00:12:47,N208EH,Cessna C208,40.5 Km
LFRZ,Montoir,France,St Nazaire,LFRZ,Montoir,France,St Nazaire,00:13:07,N378FD,JetRanger helicopter,0 Km
LFRZ,Montoir,France,St Nazaire,LFRZ,Montoir,France,St Nazaire,00:29:58,N378FD,JetRanger helicopter,0 Km
FWNG,Hwange Main Camp Airstrip,Zimbabwe,Hwange,FWNG,Hwange Main Camp Airstrip,Zimbabwe,Hwange,00:42:04,,Ultralight trike,0 Km
LFRS,Nantes-Atlantique,France,Nantes-Atlantique,LFRS,Nantes-Atlantique,France,Nantes-Atlantique,00:11:51,,Ultralight trike,0 Km
CYQB,Quebec-Lesage Intl,Canada,Quebec,CSG5,St-Jean Chrysostome,Canada,St-Jean Chrysostome,00:10:57,,Ultralight trike,21.9 Km
CYQB,Quebec-Lesage Intl,Canada,Quebec,CYQB,Quebec-Lesage Intl,Canada,Quebec,00:16:38,,Ultralight trike,0 Km
EDFM,Mannheim City,Germany,Mannheim,LFPV,Velizy AB,France,Villacoublay,02:06:23,N71FS,BEECH BE58,474.5 Km
EGPF,Glasgow,United Kingdom,Glasgow,EGKK,Gatwick,United Kingdom,London,02:21:46,N71GM,BEECH BE58,596.1 Km
LFNA,Tallard,France,Gap,LFMV,Caumont,France,Avignon,00:46:30,N71GM,BEECH BE58,109.4 Km
KMRY,Monterey Peninsula,United States,Monterey,KOAK,Metro Oakland Intl,United States,Oakland,00:43:08,N71GM,BEECH BE58,130.3 Km
VIAG,Agra AB,India,Agra,VIAG,Agra AB,India,Agra,00:16:35,N71GM,BEECH BE58,0 Km
CYQB,Quebec-Lesage Intl,Canada,Quebec,CYQB,Quebec-Lesage Intl,Canada,Quebec,00:20:37,PJ-PRL,Grumman G21,43.8 Km
EGLA,Bodmin,United Kingdom,Bodmin,EGHH,Bournemouth,United Kingdom,Bournemouth,00:38:38,N55JL,P51 Mustang,202.1 Km
NM17,Ray Ranch,United States,Roy,NM33,Bell Ranch Headquarters,United States,Bell Ranch,00:18:56,N3AL,Grumman G21,45 Km
DNKN,Mallam Aminu Kano,Nigeria,Kano,DGAA,Kotoka Intl,Ghana,Accra,01:59:00,G-XLEA,AIRBUS A380,1192.8 Km
FAJS,Johannesburg Intl,South Africa,Johannesburg,HTUT,Utete,Tanzania,Utete,06:54:34,N123GM,Mooney M20T,2295.6 Km
KSUN,Friedman Meml,United States,Hailey,KTWF,Joslin Fld-Magic Valley Regl,United States,Twin Falls,00:41:13,N71FS,BEECH BE58,114.7 Km
KOWX,Putnam Co,United States,Ottawa,KOWX,Putnam Co,United States,Ottawa,00:10:01,N71FS,BEECH BE58,0 Km
EGSG,Stapleford,United Kingdom,Stapleford,EGSS,Stansted,United Kingdom,London,00:24:09,N71FS,BEECH BE58,26.4 Km
EGKK,Gatwick,United Kingdom,London,EHAM,Schiphol,Netherlands,Amsterdam,01:54:31,N739PM,BOEING B739,365.7 Km
KFHR,Friday Harbor,United States,Friday Harbor,S31,Lopez Island,United States,Lopez,00:08:52,,Ultralight trike,7.7 Km
EDNY,Friedrichshafen,Germany,Friedrichshafen,EDTU,Saulgau,Germany,Saulgau,00:12:45,N71FS,BEECH BE58,39.8 Km
EGTE,Exeter,United Kingdom,Exeter,EGHE,St Marys,United Kingdom,Scilly Isles,01:10:44,N71FS,BEECH BE58,224.3 Km
EDRZ,Zweibrucken,Germany,Zweibrucken,EDBI,Zwickau,Germany,Zwickau,01:44:35,N71GM,BEECH BE58,399.1 Km
EDRI,Linkenheim,Germany,Linkenheim,EDRY,Speyer,Germany,Speyer,00:08:19,N195KT,Mooney M20T,18.7 Km
EBKT,Kortrijk-Wevelgem,Belgium,Kortrijk-Wevelgem,EBOS,Ostend,Belgium,Ostend-Brugge,00:30:02,G-BAFM,Cessna C172,48.8 Km
YABA,Albany,Australia,Albany,YABA,Albany,Australia,Albany,00:05:29,N71FS,BEECH BE58,0 Km
EGSG,Stapleford,United Kingdom,Stapleford,EGSX,North Weald,United Kingdom,North Weald,00:06:38,N71FS,BEECH BE58,7.2 Km
EGWU,Northolt AB,United Kingdom,Northolt,EGXT,Wittering AB,United Kingdom,Wittering,00:29:31,N71FS,BEECH BE58,118 Km
KMSY,Armstrong New Orleans Intl,United States,New Orleans,KHDC,Hammond Mun,United States,Hammond,00:29:57,N71GM,BEECH BE58,60.6 Km
EGFF,Cardiff,United Kingdom,Cardiff,EGBE,Coventry,United Kingdom,Coventry,01:08:44,G-MONN,Cessna C172,167.9 Km
EDRL,Lachen-Speyerdorf,Germany,Lachen-Speyerdorf,EDDM,Munich,Germany,Munich,01:35:56,N195KT,Mooney M20T,284.4 Km
EGNY,Linley Hill,United Kingdom,Beverley,EGNJ,Humberside,United Kingdom,Humberside,00:18:39,N195KT,Mooney M20T,36.1 Km
EGMJ,Little Gransden,United Kingdom,Little Gransden,EGVO,Odiham AB,United Kingdom,Odiham,00:32:03,N71GM,BEECH BE58,117.3 Km
EGKA,Shoreham,United Kingdom,Shoreham,EGKK,Gatwick,United Kingdom,London,00:12:57,N123GM,Mooney M20T,35.7 Km
LSZW,Thun,Switzerland,Thun,LSZH,Zurich,Switzerland,Zurich,00:44:18,N221CP,MAULE M7,106.1 Km
LOWI,Innsbruck,Austria,Innsbruck,ETSA,Landsberg AB,Germany,Landsberg,01:03:53,N72163,MAULE M7,95.9 Km
EGSG,Stapleford,United Kingdom,Stapleford,EGWU,Northolt AB,United Kingdom,Northolt,00:19:26,N123GM,Mooney M20T,41.5 Km
EDRZ,Zweibrucken,Germany,Zweibrucken,EDKB,Hangelar,Germany,Bonn,00:50:56,N71GM,BEECH BE58,174.3 Km
LFPB,Le Bourget,France,Paris,EGKA,Shoreham,United Kingdom,Shoreham,01:15:59,N71GM,BEECH BE58,285.8 Km
NZSD,Stratford,New Zealand,Stratford,NZWN,Wellington Intl,New Zealand,Wellington,01:05:12,N71GM,BEECH BE58,226.9 Km
EDDH,Hamburg,Germany,Hamburg,EGSS,Stansted,United Kingdom,London,01:18:42,N738PM,BOEING B738,685.9 Km
EGAA,Aldergrove,United Kingdom,Belfast,EGGP,Liverpool,United Kingdom,Liverpool,01:07:26,N71GM,BEECH BE58,265.5 Km
LFQN,Wizernes,France,St Omer,LFQT,Calonne,France,Merville,00:20:01,N208BC,Cessna C208,31.2 Km
EGKA,Shoreham,United Kingdom,Shoreham,EGTD,Dunsfold,United Kingdom,Dunsfold,00:15:54,N72163,MAULE M7,35.7 Km
LSGG,Geneva,Switzerland,Geneva,LSGS,Sion,Switzerland,Sion,00:43:56,G-BAFM,Cessna C172,93.9 Km
LSGS,Sion,Switzerland,Sion,LSGK,Saanen,Switzerland,Saanen,00:28:40,G-BAFM,Cessna C172,30.3 Km
LSGK,Saanen,Switzerland,Saanen,LSGG,Geneva,Switzerland,Geneva,00:47:37,G-BAFM,Cessna C172,91.9 Km
KMDW,Chicago Midway Intl,United States,Chicago,KORD,Chicago-OHare Intl,United States,Chicago,00:25:37,G-BAFM,Cessna C172,24.9 Km
LOWK,Klagenfurt,Austria,Klagenfurt,LOWI,Innsbruck,Austria,Innsbruck,02:17:49,G-BAFM,Cessna C172,238 Km
LICP,Boccadifalco Mil,Italy,Palermo,LICC,Fontanarossa,Italy,Catania,00:49:45,N71FS,BEECH BE58,176.1 Km
LICJ,Punta Raisi,Italy,Palermo,LICC,Fontanarossa,Italy,Catania,00:59:49,N123GM,Mooney M20T,190.3 Km
KFHR,Friday Harbor,United States,Friday Harbor,KFHR,Friday Harbor,United States,Friday Harbor,00:09:19,,Ultralight trike,0 Km
KJFK,Kennedy Intl,United States,New York,KJFK,Kennedy Intl,United States,New York,00:07:37,G-BAFM,Cessna C172,0 Km
KMDW,Chicago Midway Intl,United States,Chicago,KMDW,Chicago Midway Intl,United States,Chicago,00:04:32,,Ultralight trike,0 Km
LPFR,Faro,Portugal,Faro,LPFR,Faro,Portugal,Faro,00:26:34,N195KT,Mooney M20T,0 Km
EGSG,Stapleford,United Kingdom,Stapleford,EGLC,London City,United Kingdom,London,00:15:14,N176CM,Cessna C172,18.1 Km
EGKK,Gatwick,United Kingdom,London,EGGW,Luton,United Kingdom,London,00:44:27,N123GM,Mooney M20T,81.9 Km
MBMC,Conch Bar,United Kingdom,Middle Caicos,MBPV,Providenciales Intl,United Kingdom,Providenciales I.,00:26:18,N350KA,BEECH B350,46.9 Km
EGMH,Manston,United Kingdom,Manston,LFAT,Paris-Plage,France,Le Touquet,00:44:31,N700MS,Cessna C172,94.2 Km
LMML,Luqa,Malta,Malta,LMML,Luqa,Malta,Malta,00:12:48,N176CM,Cessna C172,0 Km
LMML,Luqa,Malta,Malta,LMML,Luqa,Malta,Malta,00:14:18,N760PL,Cessna C172,0 Km
LMML,Luqa,Malta,Malta,LMML,Luqa,Malta,Malta,00:13:29,G-BAFM,Cessna C172,0 Km
TN41,100 Aker Wood,United States,Spring City,KTYS,McGhee Tyson,United States,Knoxville,00:32:34,G-BAFM,Cessna C172,69.8 Km
EKYT,Aalborg,Denmark,Aalborg,EKYT,Aalborg,Denmark,Aalborg,00:18:45,N71FS,BEECH BE58,0 Km
KORD,Chicago-OHare Intl,United States,Chicago,KCMI,Univ Of Illinois-Willard,United States,Champaign-Urbana,01:02:27,N737T,BOEING B738,217.6 Km
6S2,Florence Mun,United States,Florence,KHIO,Portland-Hillsboro,United States,Portland,00:47:20,N71FS,BEECH BE58,196.3 Km
EGSG,Stapleford,United Kingdom,Stapleford,EGLC,London City,United Kingdom,London,00:21:51,G-BAFM,Cessna C172,18.1 Km
LFOI,Abbeville,France,Abbeville,EGKK,Gatwick,United Kingdom,London,01:05:15,N71GM,BEECH BE58,181.6 Km
EGLD,Denham,United Kingdom,Denham,EGGD,Bristol,United Kingdom,Bristol,00:58:46,N71FS,BEECH BE58,154.9 Km
EGSG,Stapleford,United Kingdom,Stapleford,EGLC,London City,United Kingdom,London,00:16:23,N71GM,BEECH BE58,18.1 Km
LFRK,Carpiquet,France,Caen,EGGD,Bristol,United Kingdom,Bristol,02:40:42,N52KA,Cessna C172,294.3 Km
EGGP,Liverpool,United Kingdom,Liverpool,EGPF,Glasgow,United Kingdom,Glasgow,01:56:19,G-BAFM,Cessna C172,300.5 Km
EDRZ,Zweibrucken,Germany,Zweibrucken,EDDR,Saarbrucken,Germany,Saarbrucken,00:30:29,N71FS,BEECH BE58,21.2 Km
EGHR,Goodwood,United Kingdom,Chichester,EGSS,Stansted,United Kingdom,London,00:53:38,N71FS,BEECH BE58,133.4 Km
KJFK,Kennedy Intl,United States,New York,KLGA,La Guardia,United States,New York,00:09:56,JA-0315,JetRanger helicopter,16.2 Km
ESMJ,Kagerod,Sweden,Kagerod,EDHL,Blankensee,Germany,Lubeck,01:11:26,N71GM,BEECH BE58,286 Km
MKJS,Sangster Intl,Jamaica,Montego Bay,MKJP,Norman Manley Intl,Jamaica,Kingston,00:56:30,G-MONN,Cessna C172,134.7 Km
EGLL,Heathrow,United Kingdom,London,EGFF,Cardiff,United Kingdom,Cardiff,00:52:53,N350KA,BEECH B350,200.6 Km
EGSS,Stansted,United Kingdom,London,EGSS,Stansted,United Kingdom,London,00:27:51,N350KA,BEECH B350,0 Km
EGSS,Stansted,United Kingdom,London,EGSS,Stansted,United Kingdom,London,00:47:12,N71FS,BEECH BE58,0 Km
EGSG,Stapleford,United Kingdom,Stapleford,EGSS,Stansted,United Kingdom,London,00:08:57,N71FS,BEECH BE58,26.1 Km
EGSS,Stansted,United Kingdom,London,EGSS,Stansted,United Kingdom,London,00:29:19,N71GM,BEECH BE58,0 Km
EGGD,Bristol,United Kingdom,Bristol,EGKK,Gatwick,United Kingdom,London,01:05:26,N71GM,BEECH BE58,178.4 Km
KLAX,Los Angeles Intl,United States,Los Angeles,KLAX,Los Angeles Intl,United States,Los Angeles,00:06:38,N5GM,BEECH B350,0 Km
KSFO,San Francisco Intl,United States,San Francisco,KHAF,Half Moon Bay,United States,Half Moon Bay,00:22:46,G-BAFM,Cessna C172,16.1 Km
EGNX,East Midlands,United Kingdom,Nottingham,EGPH,Edinburgh,United Kingdom,Edinburgh,01:19:19,N5GM,BEECH B350,371.7 Km
EGDL,Lyneham AB,United Kingdom,Lyneham,EGDM,Boscombe Down,United Kingdom,Boscombe Down,00:22:16,G-BAFM,Cessna C172,42.4 Km
EGDM,Boscombe Down,United Kingdom,Boscombe Down,EGDL,Lyneham AB,United Kingdom,Lyneham,00:23:00,G-BAFM,Cessna C172,42.4 Km
KSTL,Lambert-St Louis Intl,United States,St Louis,KORD,Chicago-OHare Intl,United States,Chicago,02:33:46,G-BAFM,Cessna C172,414.9 Km
EGHH,Bournemouth,United Kingdom,Bournemouth,EGTE,Exeter,United Kingdom,Exeter,01:05:18,N7216,MAULE M7,111 Km
KJFK,Kennedy Intl,United States,New York,KJFK,Kennedy Intl,United States,New York,00:05:48,N739PM,BOEING B739,0 Km
KJFK,Kennedy Intl,United States,New York,KJFK,Kennedy Intl,United States,New York,00:17:43,N5GM,BEECH B350,0 Km
EGKA,Shoreham,United Kingdom,Shoreham,EGHL,Lasham,United Kingdom,Lasham,00:19:03,N5GM,BEECH B350,64.8 Km
EGSL,Andrewsfield,United Kingdom,Andrewsfield,EGSQ,Clacton,United Kingdom,Clacton,00:18:50,N5GM,BEECH B350,48.5 Km
EGSG,Stapleford,United Kingdom,Stapleford,EGTR,Elstree,United Kingdom,Elstree,00:16:23,G-BAFM,Cessna C172,33.4 Km
CYVR,Vancouver Intl,Canada,Vancouver,CYVR,Vancouver Intl,Canada,Vancouver,00:45:40,N737W,BOEING B738,0 Km
LFML,Marseille-Provence,France,Marseille-Provence,LSGG,Geneva,Switzerland,Geneva,01:13:21,637,BOEING B738,319.3 Km
LFML,Marseille-Provence,France,Marseille-Provence,LSGG,Geneva,Switzerland,Geneva,01:16:57,637,BOEING B738,319.3 Km
LSGG,Geneva,Switzerland,Geneva,LSGS,Sion,Switzerland,Sion,00:49:22,G-BAFM,Cessna C172,93.9 Km
LSGS,Sion,Switzerland,Sion,LSGK,Saanen,Switzerland,Saanen,00:29:00,G-BAFM,Cessna C172,30.3 Km
LSGK,Saanen,Switzerland,Saanen,LSGG,Geneva,Switzerland,Geneva,00:48:13,G-BAFM,Cessna C172,91.9 Km
KJFK,Kennedy Intl,United States,New York,KATL,Hartsfield - Jackson Atlanta I,United States,Atlanta,02:39:43,637,BOEING B738,1222.5 Km
LFLL,Saint Exupery,France,Lyon,LFPG,Charles-de-Gaulle,France,Paris,01:24:59,F-MSAB,AIRBUS A321,412.2 Km
EGAC,Belfast City,United Kingdom,Belfast,EGNS,Isle Of Man,United Kingdom,Isle Of Man,00:46:42,N123GM,Mooney M20T,100.7 Km
EGHY,Truro,United Kingdom,Truro,EGDG,Cornwall Airport Newquay,United Kingdom,Newquay,00:19:51,N8092U,Robinson R22,21 Km
EGHG,Westland,United Kingdom,Yeovil,EGDP,RNAS Portland Heliport,United Kingdom,Portland,00:17:41,N332,AGUSTA EH10,43.9 Km
EGKB,Biggin Hill,United Kingdom,Biggin Hill,EGVA,Fairford,United Kingdom,Fairford,01:42:04,N176GM,Cessna C172,166.5 Km
LFAT,Paris-Plage,France,Le Touquet,EGLL,Heathrow,United Kingdom,London,00:44:00,637,BOEING B738,181.5 Km
YPAD,Adelaide Intl,Australia,Adelaide,YBCS,Cairns Intl,Australia,Cairns,04:00:20,637,BOEING B738,2125.9 Km
YBCS,Cairns Intl,Australia,Cairns,YBCS,Cairns Intl,Australia,Cairns,00:56:42,637,BOEING B738,0 Km
EGKA,Shoreham,United Kingdom,Shoreham,EGKB,Biggin Hill,United Kingdom,Biggin Hill,00:31:21,N123GM,Mooney M20T,59.8 Km
EGLC,London City,United Kingdom,London,EGLL,Heathrow,United Kingdom,London,00:15:10,N123MS,Mooney M20T,36 Km
EGLL,Heathrow,United Kingdom,London,EGLF,Farnborough,United Kingdom,Farnborough,00:19:47,G-BAFM,Cessna C172,31.1 Km
KLAS,McCarran Intl,United States,Las Vegas,KVGT,North Las Vegas,United States,Las Vegas,00:10:24,JA-0315,JetRanger helicopter,15.2 Km
KPWT,Bremerton Natl,United States,Bremerton,KPWT,Bremerton Natl,United States,Bremerton,00:10:45,N760PL,Cessna C172,0 Km
EKVH,Aars,Denmark,Aars,EKBI,Billund,Denmark,Billund,00:41:27,N71FS,BEECH BE58,124.7 Km
EGKK,Gatwick,United Kingdom,London,EGKB,Biggin Hill,United Kingdom,Biggin Hill,00:14:41,N71FS,BEECH BE58,25.6 Km
EGKK,Gatwick,United Kingdom,London,EHAM,Schiphol,Netherlands,Amsterdam,01:39:31,N738PM,BOEING B738,365.7 Km
KLGA,La Guardia,United States,New York,KLDJ,Linden,United States,Linden,00:15:27,N71FS,BEECH BE58,36.1 Km
EGKK,Gatwick,United Kingdom,London,EGKB,Biggin Hill,United Kingdom,Biggin Hill,00:12:20,G-BAFM,Cessna C172,25.6 Km
EGLM,White Waltham,United Kingdom,White Waltham,EGDM,Boscombe Down,United Kingdom,Boscombe Down,00:48:49,G-BAFM,Cessna C172,77.9 Km
EGSG,Stapleford,United Kingdom,Stapleford,EGSX,North Weald,United Kingdom,North Weald,00:09:49,HB-MES,Cessna C172,7.2 Km
EGSG,Stapleford,United Kingdom,Stapleford,EGSX,North Weald,United Kingdom,North Weald,00:05:33,N700MS,Cessna C172,7.2 Km
EGLC,London City,United Kingdom,London,EGLC,London City,United Kingdom,London,00:24:45,N8092U,Robinson R22,0 Km
EGLW,London Heliport,United Kingdom,London,EGLW,London Heliport,United Kingdom,London,00:07:05,N8092U,Robinson R22,0 Km
EGHI,Southampton Intl,United Kingdom,Southampton,EGJB,Guernsey,United Kingdom,Guernsey,01:18:17,G-BAFM,Cessna C172,190.6 Km
EGJB,Guernsey,United Kingdom,Guernsey,EGHI,Southampton Intl,United Kingdom,Southampton,00:45:15,N71FS,BEECH BE58,190.6 Km
EGCC,Manchester,United Kingdom,Manchester,EGPH,Edinburgh,United Kingdom,Edinburgh,01:22:04,N71FS,BEECH BE58,297.6 Km
EGJJ,Jersey,United Kingdom,Jersey,LFPO,Orly,France,Paris,01:26:07,N208LM,Cessna C208,339.2 Km
EGNY,Linley Hill,United Kingdom,Beverley,EGHI,Southampton Intl,United Kingdom,Southampton,02:04:19,N72163,MAULE M7,334.9 Km
EGHI,Southampton Intl,United Kingdom,Southampton,EGKA,Shoreham,United Kingdom,Shoreham,00:37:27,HB-MEV,MAULE M7,75.8 Km
KPWT,Bremerton Natl,United States,Bremerton,KPWT,Bremerton Natl,United States,Bremerton,00:12:04,N760PL,Cessna C172,0 Km
LFLL,Saint Exupery,France,Lyon,LFPB,Le Bourget,France,Paris,01:32:26,N71FS,BEECH BE58,412.1 Km
EGPF,Glasgow,United Kingdom,Glasgow,EGPH,Edinburgh,United Kingdom,Edinburgh,00:22:46,N350KA,BEECH B350,66.9 Km
EGTE,Exeter,United Kingdom,Exeter,EGFF,Cardiff,United Kingdom,Cardiff,00:30:59,N350KA,BEECH B350,73.8 Km
KLAX,Los Angeles Intl,United States,Los Angeles,KSFO,San Francisco Intl,United States,San Francisco,01:42:36,N350KA,BEECH B350,543 Km
KJFK,Kennedy Intl,United States,New York,KBDR,Sikorsky Meml,United States,Bridgeport,00:41:16,N176CM,Cessna C172,79.8 Km
KBDR,Sikorsky Meml,United States,Bridgeport,KJFK,Kennedy Intl,United States,New York,00:40:12,G-BAFM,Cessna C172,79.8 Km
EKYT,Aalborg,Denmark,Aalborg,EKRK,Roskilde,Denmark,Copenhagen,00:44:54,N350KA,BEECH B350,219.3 Km
KSEA,Seattle-Tacoma Intl,United States,Seattle,KSEA,Seattle-Tacoma Intl,United States,Seattle,00:31:02,N350KA,BEECH B350,101.8 Km
KISP,Long Island MacArthur,United States,Islip,KFRG,Republic,United States,Farmingdale,01:57:39,G-BAFM,Cessna C172,237 Km
KBFI,Boeing Field-King Co Intl,United States,Seattle,KPUW,Pullman-Moscow Regl,United States,Pullman-Moscow,02:18:59,N195KT,Mooney M20T,403.4 Km
EDDG,Munster-Osnabruck,Germany,Munster-Osnabruck,ETNP,Hopsten AB,Germany,Hopsten,00:22:58,G-BAFM,Cessna C172,24.7 Km
NZAA,Auckland Intl,New Zealand,Auckland,NZWP,Whenuapai (Military),New Zealand,Auckland,00:15:20,ZK-GBH,JetRanger helicopter,28.4 Km
